0.000000000000000000e+00,-1.673374256848511710e+00
1.001001001001000992e-03,-1.653167732170872206e+00
2.002002002002001985e-03,-1.636748490828007885e+00
3.003003003003002977e-03,-1.616808118794649474e+00
4.004004004004003969e-03,-1.596779379037979396e+00
5.005005005005004962e-03,-1.575794898629632845e+00
6.006006006006005954e-03,-1.553144982315311395e+00
7.007007007007006946e-03,-1.533168978275948779e+00
8.008008008008007939e-03,-1.510428226597447576e+00
9.009009009009008931e-03,-1.486992080261905214e+00
1.001001001001000992e-02,-1.465536374668888531e+00
1.101101101101101092e-02,-1.444042279339212476e+00
1.201201201201201191e-02,-1.424612090184160351e+00
1.301301301301301290e-02,-1.399801409172125366e+00
1.401401401401401389e-02,-1.374367282058649442e+00
1.501501501501501488e-02,-1.353469936689148279e+00
1.601601601601601588e-02,-1.329773014101770734e+00
1.701701701701701513e-02,-1.306847261809086058e+00
1.801801801801801786e-02,-1.281801277845200371e+00
1.901901901901902059e-02,-1.260228656092065691e+00
2.002002002002001985e-02,-1.234944033823990539e+00
2.102102102102101910e-02,-1.211765160561890431e+00
2.202202202202202183e-02,-1.187929489137244943e+00
2.302302302302302456e-02,-1.162924934570711777e+00
2.402402402402402382e-02,-1.140660673346972631e+00
2.502502502502502307e-02,-1.119141110983436604e+00
2.602602602602602580e-02,-1.095020215742144476e+00
2.702702702702702853e-02,-1.071326477880464756e+00
2.802802802802802778e-02,-1.050379041077807774e+00
2.902902902902902704e-02,-1.027916017277572536e+00
3.003003003003002977e-02,-1.003682068453018772e+00
3.103103103103103250e-02,-9.841928269996671474e-01
3.203203203203203175e-02,-9.587637225496248305e-01
3.303303303303303101e-02,-9.388780376130114735e-01
3.403403403403403027e-02,-9.185974861337520281e-01
3.503503503503503647e-02,-8.965646983958119876e-01
3.603603603603603572e-02,-8.774372354453270351e-01
3.703703703703703498e-02,-8.566470864121958906e-01
3.803803803803804118e-02,-8.381491902273490169e-01
3.903903903903904044e-02,-8.179269365753195631e-01
4.004004004004003969e-02,-7.980724941124885952e-01
4.104104104104103895e-02,-7.802807701995649881e-01
4.204204204204203821e-02,-7.610697540771553804e-01
4.304304304304304440e-02,-7.430218865977227249e-01
4.404404404404404366e-02,-7.238446592739657959e-01
4.504504504504504292e-02,-7.062323375555815685e-01
4.604604604604604912e-02,-6.847864463928091672e-01
4.704704704704704837e-02,-6.680401068653902819e-01
4.804804804804804763e-02,-6.479586877145728785e-01
4.904904904904904689e-02,-6.308095892479038680e-01
5.005005005005004615e-02,-6.106288858006689857e-01
5.105105105105105234e-02,-5.925756701367621559e-01
5.205205205205205160e-02,-5.730925639596178289e-01
5.305305305305305086e-02,-5.545889226495446245e-01
5.405405405405405705e-02,-5.358221289484659255e-01
5.505505505505505631e-02,-5.174025679823729407e-01
5.605605605605605557e-02,-5.003089671047796783e-01
5.705705705705705483e-02,-4.832095854323601447e-01
5.805805805805805409e-02,-4.650069614358250392e-01
5.905905905905906028e-02,-4.461181147865673768e-01
6.006006006006005954e-02,-4.304282819154383044e-01
6.106106106106105880e-02,-4.145841869063068286e-01
6.206206206206206499e-02,-3.973834996039026790e-01
6.306306306306305731e-02,-3.819972921638439267e-01
6.406406406406406351e-02,-3.645890072778061874e-01
6.506506506506506970e-02,-3.446718166790845306e-01
6.606606606606606202e-02,-3.303470366274845471e-01
6.706706706706706822e-02,-3.128907320794755975e-01
6.806806806806806054e-02,-2.968266909659138530e-01
6.906906906906906674e-02,-2.788749638433116740e-01
7.007007007007007293e-02,-2.634713383337535797e-01
7.107107107107106525e-02,-2.472329236000191388e-01
7.207207207207207145e-02,-2.309469519554577799e-01
7.307307307307307764e-02,-2.152755116501603450e-01
7.407407407407406996e-02,-1.997825688122900623e-01
7.507507507507507616e-02,-1.847467167383728404e-01
7.607607607607608236e-02,-1.694120192654597901e-01
7.707707707707707467e-02,-1.523385791484055951e-01
7.807807807807808087e-02,-1.377662583160063625e-01
7.907907907907907319e-02,-1.230760959857667980e-01
8.008008008008007939e-02,-1.089447919407863785e-01
8.108108108108108558e-02,-9.230280659659145792e-02
8.208208208208207790e-02,-7.922290093853878723e-02
8.308308308308308410e-02,-6.257628782546126311e-02
8.408408408408407642e-02,-4.943540645276822687e-02
8.508508508508508261e-02,-3.304631915958172739e-02
8.608608608608608881e-02,-1.825752046216511104e-02
8.708708708708708113e-02,-4.087178864833063141e-03
8.808808808808808732e-02,1.052301614766354421e-02
8.908908908908909352e-02,2.851120925904765402e-02
9.009009009009008584e-02,4.202293364115203267e-02
9.109109109109109204e-02,5.631482985170266353e-02
9.209209209209209823e-02,7.286389073392041116e-02
9.309309309309309055e-02,8.768439181793369341e-02
9.409409409409409675e-02,1.018868459678459182e-01
9.509509509509508907e-02,1.185717791533843352e-01
9.609609609609609526e-02,1.331164136070194792e-01
9.709709709709710146e-02,1.475029794496126589e-01
9.809809809809809378e-02,1.637231671830398083e-01
9.909909909909909997e-02,1.783317308202349294e-01
1.001001001001000923e-01,1.922658963320909020e-01
1.011011011011010985e-01,2.071103078431409950e-01
1.021021021021021047e-01,2.212694050546207825e-01
1.031031031031030970e-01,2.372923620872212092e-01
1.041041041041041032e-01,2.502398040877473750e-01
1.051051051051051094e-01,2.666116091028729596e-01
1.061061061061061017e-01,2.796594685914287060e-01
1.071071071071071079e-01,2.937000252642094078e-01
1.081081081081081141e-01,3.099483787476323693e-01
1.091091091091091064e-01,3.214723014271905210e-01
1.101101101101101126e-01,3.363484628717802183e-01
1.111111111111111049e-01,3.531682020168879776e-01
1.121121121121121111e-01,3.669798484199115474e-01
1.131131131131131173e-01,3.810834600865903865e-01
1.141141141141141097e-01,3.954925015526000731e-01
1.151151151151151159e-01,4.070423778430526940e-01
1.161161161161161082e-01,4.225217256360764284e-01
1.171171171171171144e-01,4.349707330109796599e-01
1.181181181181181206e-01,4.504589891683255520e-01
1.191191191191191129e-01,4.647013411424110174e-01
1.201201201201201191e-01,4.776151641952173788e-01
1.211211211211211253e-01,4.926876975090134225e-01
1.221221221221221176e-01,5.024437919339186376e-01
1.231231231231231238e-01,5.166611759916450719e-01
1.241241241241241300e-01,5.296521224423692553e-01
1.251251251251251362e-01,5.426770937732192657e-01
1.261261261261261146e-01,5.560986206675955223e-01
1.271271271271271208e-01,5.653823134690861840e-01
1.281281281281281270e-01,5.768519360961806841e-01
1.291291291291291332e-01,5.900864529854827900e-01
1.301301301301301394e-01,6.012248483983492209e-01
1.311311311311311179e-01,6.129728604087938404e-01
1.321321321321321240e-01,6.215042456104937774e-01
1.331331331331331302e-01,6.347355958394229614e-01
1.341341341341341364e-01,6.451123913787910613e-01
1.351351351351351426e-01,6.539284283619941629e-01
1.361361361361361211e-01,6.652237245427278234e-01
1.371371371371371273e-01,6.770294674872880947e-01
1.381381381381381335e-01,6.860727588181240177e-01
1.391391391391391397e-01,6.987267511220016658e-01
1.401401401401401459e-01,7.072515562305703440e-01
1.411411411411411521e-01,7.161603187088376732e-01
1.421421421421421305e-01,7.289587929539538269e-01
1.431431431431431367e-01,7.385725848569568708e-01
1.441441441441441429e-01,7.481161672377540928e-01
1.451451451451451491e-01,7.607662577657136049e-01
1.461461461461461553e-01,7.709891174668074276e-01
1.471471471471471337e-01,7.783608045942540521e-01
1.481481481481481399e-01,7.897365954405386468e-01
1.491491491491491461e-01,7.997371073855216173e-01
1.501501501501501523e-01,8.086948459414938783e-01
1.511511511511511585e-01,8.190350367983556534e-01
1.521521521521521647e-01,8.276954060449714934e-01
1.531531531531531432e-01,8.385588092722134901e-01
1.541541541541541493e-01,8.455391939181448047e-01
1.551551551551551555e-01,8.549446451660479562e-01
1.561561561561561617e-01,8.638674073693791700e-01
1.571571571571571679e-01,8.708147873973273168e-01
1.581581581581581464e-01,8.813662157944238684e-01
1.591591591591591526e-01,8.883352588543199646e-01
1.601601601601601588e-01,8.976192814230035122e-01
1.611611611611611650e-01,9.045236701013185110e-01
1.621621621621621712e-01,9.142012224410474008e-01
1.631631631631631496e-01,9.223068149588468101e-01
1.641641641641641558e-01,9.320921906489683106e-01
1.651651651651651620e-01,9.409889206336090606e-01
1.661661661661661682e-01,9.477295595998883604e-01
1.671671671671671744e-01,9.553162765892949659e-01
1.681681681681681528e-01,9.628319563880305409e-01
1.691691691691691590e-01,9.709867447503435223e-01
1.701701701701701652e-01,9.791328523655224991e-01
1.711711711711711714e-01,9.871156044868588664e-01
1.721721721721721776e-01,9.959319348325978982e-01
1.731731731731731838e-01,1.000498199875723859e+00
